,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
14076595,16.052,210.38,95.611,7.8175,399.54,0.10207,0.22212,0.65618,0.00043409,0.0099443,66.299,24.425,2.3397,593.29,464.52,48.818,0.3848,815.37,544.71,11.806,0.66805,-0.88925,0.72282,0.35179,5.8223,1.6698,24.6,3.3639,0,10.946,72.407,2.8074,39.659,429.36,C3
8805607,23.875,371.44,23.3,6.9279,287.1,0.11653,0.36596,0.41284,0.046725,0.0027896,62.102,15.69,1.2555,489.5,670.43,13.25,0.37187,461.1,797.93,14.026,1.7305,-0.53226,0.73248,0.18069,5.4936,3.3986,30.1,2.0536,16.3,10.907,56.595,3.3024,41.631,531.92,C1
12534309,29.448,341.42,65.966,6.046,313.18,0.10799,0.24223,0.5826,0.10518,0.0095225,84.937,9.3165,2.6662,289.68,314.5,8.1139,0.36956,618.84,459.92,5.5023,0.7432,0.83495,0.76265,0.33301,4.2032,1.6232,21,2.4994,26.833,14.908,58.622,1.5797,36.041,429.36,C2
7433104,0.6255,44.577,50.587,4.5074,134.53,0.20664,0.3242,0.6976,0.02749,0.0049148,39.607,42.36,0.31457,302.62,289.5,6.222,0.31238,448.73,625.64,14.343,1.3942,-0.62122,0.60495,0.7835,10.603,7.6685,160,2.3494,14.033,17.443,17.237,1.3015,41.229,796.37,C3
731600,1.0592,123.25,85.67,2.2117,185.65,0.17637,0.38759,0.43369,0.058791,0.006009,30.38,13.358,2.0665,580.09,411.16,42.761,0.32743,617.6,829.4,14.7,1.3429,0.27051,0.72092,0.32888,5.6726,2.438,29,2.4996,25.067,8.3384,52.691,4.6368,40.322,796.37,C3
1437197,1.3873,90.429,77.506,3.3388,116.79,0.21495,0.24848,0.43002,0.11118,0.0043911,66.828,31.473,2.2554,357.89,393.73,32.701,0.35897,501.21,541,15.23,1.0794,-0.52192,0.72139,0.9631,14.167,9.4154,198,2.2194,18.667,15.323,11.138,1.3779,40.386,429.36,C4
2012280,0.42364,94.988,9.8303,3.5356,127.15,0.22713,0.20234,0.42147,0.022653,0.0098599,85.084,10.065,2.3426,188.59,596.71,14.908,0.39786,311.22,1335,21.668,4.2895,0.35007,0.43761,0.65438,6.8834,7.1769,90.5,2.5427,0,13.789,14.381,2.2283,48.519,531.92,C2
14709265,14.369,360.64,74.819,7.6344,258.32,0.12663,0.31462,0.61835,0.0518,0.008051,53.719,8.4793,1.5336,490.12,536.57,27.102,0.36557,376.89,665.78,1.9969,1.7665,0.77022,0.87661,0.20609,4.7233,3.5984,31.35,1.9357,201.2,11.43,58.492,4.7348,35.094,352.14,C2
3758957,0.82644,91.29,35.46,4.6556,127.69,0.20802,0.25128,0.41037,0.14376,0.0043963,3.805,39.451,4.7381,39.003,548.84,30.572,0.37187,93.55,2054.5,25.987,21.962,-0.79376,0.39639,0.96041,11.666,45.232,290,1.6345,0,16.573,9.0978,5.3637,49.853,429.36,C2
2242471,1.2558,73.873,23.358,2.0052,161.44,0.16647,0.20034,0.50774,0.0062657,0.0016644,93.141,27.392,2.4902,413.2,690.23,2.3385,0.36876,303.89,833.27,13.166,2.7421,-0.63453,0.7041,0.65951,5.9387,6.2762,100,1.8731,38.667,13.84,35.381,2.1799,42.002,352.14,C2
3726191,0.97358,130.96,52.468,2.8565,131.01,0.21877,0.24221,0.65142,0.12171,0.004837,73.723,6.8071,0.80606,286.53,522.53,49.482,0.39661,611.31,746.33,18.385,1.2209,-0.71665,0.63754,0.48734,9.1035,4.473,62,2.0202,0,11.07,46.911,2.0269,43.586,531.92,C3
3107801,0.64936,134.02,93.945,4.604,142.1,0.16531,0.37415,0.52971,0.11302,0.00959,71.678,31.357,3.0548,627.51,308.51,11.851,0.34078,896.32,316.91,5.2474,0.35357,0.92493,0.82815,0.28027,5.2141,1.1951,16.9,2.5366,111,9.7437,83.159,2.0374,34.483,352.14,C4
6284899,0.94424,104.07,82.893,1.796,194.7,0.20245,0.25024,0.4499,0.020657,0.012167,39.25,39.797,2.0778,191.44,623.15,3.3328,0.37914,652.82,783.25,17.252,1.1998,-0.94673,0.71001,0.54787,7.3216,3.2605,70.8,3.0755,0,8.4294,71.746,4.9922,43.739,352.14,C4
8785618,12.256,291.5,92.783,7.6717,263.26,0.1581,0.21278,0.52484,0.06248,0.011029,24.606,31.049,1.1438,439.02,590.45,22.571,0.35942,492.42,454.21,1.2906,0.9224,-0.40351,0.76691,0.62874,4.4289,2.4297,108,2.8291,141,11.497,50.461,1.3556,35.606,352.14,C2
2261049,1.2775,69.364,51.094,3.7112,131.17,0.21723,0.32651,0.69621,0.019015,0.0042394,16.168,23.543,3.4036,205.87,315.52,3.9591,0.30096,195.26,1094.3,22.046,5.6043,-0.8231,0.50217,0.83194,8.9343,16.147,189.75,2.0031,0,11.97,37.928,3.0925,46.775,531.92,C2
9763632,31.214,269.37,57.084,8.4677,60.418,0.1152,0.37476,0.61547,0.12255,0.01022,94.118,18.849,0.7158,37.16,351.09,16.716,0.37078,160.71,1389.7,26.838,8.6474,-0.2586,0.51076,0.75161,9.3812,21.499,129,1.5331,0,12.354,25.233,3.5568,49.041,796.37,C2
5213398,0.95086,87.337,68.109,2.0526,129.97,0.17982,0.32136,0.48915,0.089568,0.0078902,79.115,28.768,1.4709,462.04,209.07,14.902,0.34606,765.09,386.31,8.0434,0.50492,0.72397,0.82843,0.22453,5.1613,1.5165,19,2.3472,105.63,8.1415,79.299,3.2283,35.887,429.36,C4
16738158,16.614,337.45,34.766,8.6266,232.82,0.1212,0.22281,0.46517,0.10476,0.011577,94.077,22.456,0.26048,367.71,271.52,21.454,0.39427,593.18,661.73,11.588,1.1156,0.46443,0.7364,0.46233,6.5725,3.0823,30,2.4248,84.3,11.643,51.965,1.4557,40.666,429.36,C1
13149137,19.678,382.62,37.615,5.6004,257.31,0.10387,0.27442,0.40725,0.068386,0.0054581,54.928,17.057,1.0973,324.9,513.68,30.347,0.36637,533.42,389.66,11.531,0.73051,-0.18114,0.83239,0.19783,5.3827,2.7731,32,2.6068,13.533,10.653,60.682,1.654,37.348,610.55,C2
4269849,1.2591,50.134,25.049,3.3234,124,0.18929,0.29811,0.45723,0.024257,0.010259,24.778,44.927,5.8107,232.95,581.51,1.2722,0.32015,504.95,660.43,17.125,1.3079,-0.47728,0.64526,0.29164,8.0746,4.8719,40.7,2.0596,0,13.274,46.36,1.7529,42.488,429.36,C3
7047669,0.6882,102.17,87.47,3.3751,84.58,0.20467,0.20504,0.54981,0.072861,0.0081262,32.226,29.014,1.6474,34.818,582.4,36.92,0.36385,86.592,1973.9,29.887,22.795,-0.73852,0.33474,0.82357,5.7601,25.339,230,1.5878,0,14.074,5.4582,4.4287,51.728,610.55,C1
6072836,1.1446,138.3,60.974,2.5553,89.204,0.21967,0.3882,0.4936,0.09282,0.0095476,90.693,38.451,3.0118,25.309,389.78,23.866,0.33401,113.29,1696,21.934,14.971,-0.79697,0.44152,1.0643,5.4152,17.292,233.9,2.3307,0,14.893,25.9,5.3206,47.429,429.36,C2
2434354,0.53482,101.48,55.606,2.2509,100.43,0.20368,0.27816,0.49773,0.10986,0.012846,8.0767,32.644,1.8989,38.061,607.47,19.577,0.37997,35.116,1739.5,26.437,49.535,-0.54835,0.36382,1.0145,8.2951,91.076,516.8,1.5867,0,14.368,11.545,5.1915,49.225,531.92,C1
13730832,33.767,196.08,67.439,7.7671,332.92,0.11258,0.32771,0.63096,0.09802,0.00074417,31.218,35.274,0.017513,410.54,683.39,20.233,0.34339,744.76,603.65,17.622,0.81053,-0.94642,0.72271,0.6681,8.0027,3.0136,64.85,2.8144,3.4333,12.073,52.463,1.9117,42.163,429.36,C1
14455838,23.596,339.54,28.035,5.5619,221.76,0.12487,0.35484,0.69648,0.056631,0.010277,80.689,42.981,2.9434,583.23,276.25,9.0593,0.31838,783.03,376.48,8.3772,0.4808,0.66252,0.75429,0.15133,3.3785,0.66257,14.1,3.9562,79.133,8.3901,74.854,3.3297,35.509,352.14,C3
5606073,0.73735,98.93,22.011,1.9806,6.7149,0.1653,0.23947,0.57917,0.087279,0.001765,89.869,6.7149,2.1182,2.3826,643.1,4.3571,0.39376,80.956,1497.2,21.807,18.494,-0.88157,0.51641,0.79306,5.6012,27.097,222.2,1.5415,0,14.959,22.886,4.7996,46.29,352.14,C2
14279353,25.233,247.07,37.376,9.5251,215.75,0.12869,0.23661,0.69674,0.067517,0.004181,68.685,14.177,2.5276,77.052,337.27,17.589,0.33267,196.28,1147.7,10.482,5.8474,-0.54107,0.73397,0.37261,4.5542,7.5878,72.75,1.6702,96.767,12.39,36.473,5.5426,40.049,352.14,C2
10488731,17.821,455.57,76.217,5.0716,284.18,0.11518,0.2093,0.54529,0.13781,0.012374,5.9753,23.91,2.7629,539.38,249.27,42.427,0.39064,895.21,576.98,12.1,0.64452,-0.87253,0.69007,0.31189,5.3858,1.2937,19,3.0859,0,9.4562,74.806,2.672,40.361,610.55,C4
1080049,1.0554,130.23,95.497,1.5189,104.34,0.20637,0.38955,0.61691,0.021639,0.0058601,44.843,5.7703,1.3323,220.87,564.81,17.474,0.30644,198.37,1210.9,17.048,6.1043,-0.72473,0.68456,0.38061,3.2652,5.9657,46.35,1.6506,1.5333,13.248,39.878,5.1781,43.326,796.37,C1
5017949,0.4475,70.191,47.033,4.8945,126.73,0.18493,0.25896,0.43991,0.0083609,0.0028471,20.814,40.656,1.3969,437.77,388.94,27.773,0.3827,773.96,563.5,8.7588,0.72807,0.50029,0.73543,0.16586,4.7307,1.3072,22,2.9028,18.467,13.195,56.562,1.7901,38.291,531.92,C3
5648281,1.4286,124.71,94.756,4.3666,153.23,0.17721,0.22103,0.58434,0.0088098,0.0052496,93.11,24.665,4.2666,66.385,432.59,11.277,0.35801,298.63,836.02,17.028,2.7996,-0.13846,0.62772,0.78585,8.1066,9.2306,96,2.0716,2.7,16.032,21.53,1.7569,43.976,429.36,C3
10091323,34.767,192.37,86.178,5.0672,350.98,0.14008,0.31641,0.54037,0.041596,0.0035717,88.929,10.139,2.6169,318.05,575.46,44.592,0.38804,483.02,559.04,14.134,1.1574,-0.73287,0.74953,0.35309,5.4657,3.2061,38,2.0288,0,11.851,56.092,1.2578,40.717,531.92,C2
5712033,0.5221,45.488,78.529,2.9579,101.69,0.241,0.34269,0.47617,0.084546,0.0065658,40.281,17.974,3.279,618.29,622.02,7.6863,0.37727,699.46,506.85,11.661,0.72463,0.56832,0.81051,0.31786,5.6682,2.036,24.65,2.113,30,9.349,73.416,3.6798,37.853,796.37,C4
8296281,1.2442,99.823,38.836,4.4962,111.37,0.19239,0.3556,0.66641,0.066659,0.0071901,1.3664,33.609,5.8497,20.213,560.5,2.8452,0.35066,255.63,2291.5,31.827,8.964,-0.7951,0.37578,0.99525,10.707,14.698,198.55,1.8466,0,14.173,14.851,5.9746,52.825,796.37,C3
12030270,21.484,159.52,92.805,7.4429,270.98,0.14871,0.21881,0.61303,0.12906,0.0021402,44.128,18.409,2.6709,500.77,312.64,44.865,0.38672,791.43,573.49,14.01,0.72463,-0.71985,0.68892,0.15482,4.624,1.1888,20.15,3.405,0,9.1607,66.766,3.6564,39.378,610.55,C2
3815598,1.0832,86.621,27.633,4.7249,140.41,0.16373,0.29124,0.40404,0.084783,0.010078,78.772,37.033,4.2079,171.79,340.25,41.982,0.38401,171.15,1005.6,20.271,5.8757,-0.69444,0.58336,0.39755,5.0921,10.936,87.5,1.66,0,12.812,32.407,3.1064,44.827,531.92,C2
7911188,0.47356,132.28,68.037,4.814,191.09,0.24048,0.29261,0.55131,0.1298,0.010496,47.455,33.689,5.3827,81.782,218.76,34.332,0.34714,322.54,861.85,18.58,2.672,-0.45378,0.78641,0.33271,3.7742,3.4631,39.45,2.2606,0,11.432,54.778,2.4922,44.073,610.55,C3
16772248,14.198,447.84,53.604,8.3509,85.763,0.11065,0.2158,0.52133,0.025867,0.0085819,16.533,12.345,1.9942,31.566,336.4,12.678,0.38792,92.259,1455.8,19.999,15.78,-0.84448,0.45586,0.83912,7.2215,28.378,253.6,1.6217,1.0333,14.849,13.99,4.3392,45.5,352.14,C2
4749212,1.4395,92.217,69.788,4.53,193.3,0.21876,0.39022,0.46067,0.1235,0.006937,49.105,6.1859,1.7902,553.87,594.25,8.743,0.32569,772.27,396.07,7.4273,0.51286,0.64935,0.84013,0.22474,5.6919,1.7141,20,2.3161,129.6,8.3785,77.657,2.7559,35.819,531.92,C4
929930,0.48604,68.62,38.238,3.177,167.85,0.23278,0.2559,0.63735,0.01551,0.0057853,2.8645,23.023,2.9505,398.14,673.73,1.9116,0.33635,1218,393.76,10.407,0.32328,-0.69708,0.86214,0.25201,6.961,1.135,26,3.5055,9.1,9.7944,66.76,2.716,36.239,610.55,C4
13724775,26.91,454.26,20.455,8.1234,304.01,0.1425,0.34909,0.52366,0.072688,0.0064589,50.787,37.879,5.7421,71.391,330.03,45.504,0.36822,512.64,871.17,26.506,1.6994,-0.79799,0.6164,0.90703,13.881,8.9248,173,2.2348,0,16.265,14.586,1.7257,46.701,796.37,C4
4929777,1.3669,85.199,79.183,4.6777,146.66,0.21256,0.20929,0.4256,0.065573,0.004074,94.709,32.199,2.1331,523.08,226.69,40.427,0.31435,729.9,657.12,13.293,0.90028,-0.60408,0.67347,0.26383,6.0827,2.1066,24,2.3281,0,12.539,68.331,2.4321,41.587,531.92,C3
2063557,1.1379,60.836,69.206,4.328,110.48,0.19306,0.27073,0.43018,0.12013,0.0037685,95.129,29.831,2.9195,551.87,555.84,49.44,0.32095,977.65,431.83,5.0256,0.4417,0.23272,0.92069,0.15897,5.1441,0.94756,17,3.0827,176.47,8.7148,71.583,3.3221,34.372,610.55,C4
6208479,1.2363,122.45,95.552,2.6996,191.94,0.23637,0.29427,0.46686,0.0121,0.0019664,74.003,17.549,1.7611,443.46,256.26,33.998,0.38007,500.37,488.81,18.472,0.97689,-0.7448,0.77395,0.99095,11.44,7.4487,175.2,2.3798,4.2333,13.616,27.027,1.6258,40.784,352.14,C3
8061029,0.86498,118.47,26.802,2.414,47.052,0.21129,0.30675,0.5537,0.067664,0.0031824,55.659,36.494,5.5877,8.808,671.08,23.001,0.3578,119.76,1383.8,22.847,11.555,-0.87389,0.45605,0.72529,5.7369,18.122,161.2,1.5917,0,13.584,36.029,4.6468,47.532,429.36,C2
11017333,13.787,472.54,22.112,6.4227,227.67,0.15618,0.36905,0.61767,0.12375,0.0091796,11.105,27.49,0.38815,425.34,369.42,35.544,0.30709,332.89,499.05,6.9733,1.4991,0.079757,0.71711,0.42095,3.8158,3.4008,38.2,2.2453,165.03,12.471,62.872,1.3445,37.96,352.14,C1
11225533,34.92,384.61,16.486,6.5191,62.325,0.15818,0.24652,0.42352,0.034471,0.0055326,86.47,40.482,4.1109,14.367,492.88,15.096,0.3239,9.4737,1701.7,29.664,179.62,-0.13659,0.38851,1.2016,2.6565,191.23,738.7,1.3256,0,13.989,12.421,4.3527,50.448,796.37,C1
5267533,1.3459,118.02,28.405,2.5348,177.71,0.23702,0.34131,0.5327,0.034856,0.0057512,23.443,25.337,3.2155,556.38,218.5,32.314,0.35167,956.71,324.81,9.2125,0.33951,-0.32346,1.0031,0.1399,6.1773,1.4166,21.85,2.768,210.27,7.5391,75.896,2.0011,34.571,531.92,C4
17033259,30.049,358.82,31.402,7.3881,328.16,0.12244,0.20623,0.67126,0.10399,0.00038161,19.805,20.793,1.639,548.62,268.5,23.889,0.30332,505.33,595.32,8.8784,1.1781,0.82823,0.78736,0.19444,5.879,3.2838,25.9,1.8637,124.77,8.2372,62.782,4.9397,36.821,352.14,C2
1034869,0.63596,73.746,11.36,4.9292,161.03,0.2212,0.24983,0.64218,0.099293,0.0022258,64.619,40.829,2.0038,577.65,580.92,14.488,0.35949,684.85,400.09,2.2369,0.5842,0.60236,0.9192,0.19245,4.9452,1.6481,23.25,2.5814,212.77,9.8007,76.16,3.6317,33.412,352.14,C4
16956650,11.892,324.88,34.706,5.624,60.86,0.12452,0.27424,0.46774,0.064576,0.00031646,43.735,28.821,0.48622,42.758,462.3,10.401,0.37542,120.33,1048.4,21.881,8.7123,-0.74081,0.56679,0.5304,5.396,17.479,128.7,1.7089,0,11.995,42.646,3.6163,45.923,352.14,C1
16865324,32.858,443.15,97.37,9.7777,111.37,0.13366,0.34176,0.63169,0.066659,0.0071901,1.3664,33.609,5.8497,20.213,560.5,2.8452,0.35066,66.57,1970,26.289,29.592,-0.815,0.31897,0.94941,10.782,59.541,371.8,1.7921,0,14.364,8.2383,5.7002,49.264,352.14,C2
680950,0.41617,96.231,44.98,2.7599,128.67,0.17936,0.24018,0.50118,0.045407,0.006896,80.007,32.318,2.1839,254.56,535.93,7.0948,0.30637,354.34,542.8,7.5391,1.5318,-0.45253,0.76031,0.71363,5.5018,4.9227,131.9,2.2589,62.933,12.796,33.433,1.2224,38.3,610.55,C3
14740344,19.342,364.36,46.246,8.1706,202.98,0.13326,0.2331,0.63381,0.081243,0.010418,6.8494,8.8847,0.89647,312.77,401.04,12.238,0.35126,363.45,555.52,10.356,1.5285,-0.036325,0.81024,0.42036,4.5611,3.6685,44.5,2.1873,120.67,12.626,39.986,1.1776,38.995,531.92,C1
9371057,23.118,381.48,57.658,7.5326,317.03,0.11839,0.3826,0.4988,0.058791,0.006009,30.38,13.358,2.0665,580.09,411.16,42.761,0.32743,1017.7,577.94,16.154,0.56787,-0.72438,0.75171,0.12754,5.7453,1.1263,15,2.9901,0,9.6756,68.667,2.0272,41.539,610.55,C3
9786119,30.962,412.3,28.892,9.0713,203.68,0.14552,0.39326,0.61437,0.049653,0.0092406,71.19,30.793,1.6212,183.41,643.67,42.507,0.34999,292.79,889.78,24.469,3.0389,-0.75064,0.49095,1.1457,15.248,18.359,238.9,2.0287,0,11.911,21.195,2.0931,46.878,429.36,C3
15105979,34.744,451.39,61.273,7.8616,241.48,0.10122,0.3671,0.48475,0.12233,0.0091436,24.442,29.611,2.0864,465.83,562.6,20.764,0.354,875.34,456.2,10.226,0.52117,0.064705,0.79629,0.14206,5.6627,1.3924,19,2.7808,43.4,9.0344,70.056,2.9242,36.872,429.36,C3
4643669,0.85142,142.29,58.269,3.0991,80.015,0.24107,0.30389,0.66111,0.1208,0.0093758,65.267,14.736,5.0623,16.016,249.01,46.837,0.35931,143.22,1145,22.939,7.9948,-0.54323,0.46185,1.1204,10.736,27.834,295.75,2.1714,0,16.129,12.419,2.1061,48.027,610.55,C2
4867155,0.87729,52.104,97.315,2.3673,135.45,0.17845,0.36284,0.5536,0.083279,0.011941,83.217,7.1905,3.331,496.55,553.42,24.25,0.30201,775.03,434.05,5.3838,0.56004,0.44379,0.95233,0.14099,4.3977,1.1112,17.2,2.9173,169.67,8.9849,68.694,2.8217,34.408,796.37,C4
4787094,0.71188,132.73,17.95,2.4498,111.2,0.20338,0.31419,0.59537,0.076996,0.007598,89.907,26.674,4.9908,115.24,437.28,28.524,0.32685,460.35,503.26,10.454,1.0932,-0.43364,0.77299,0.40776,4.8689,2.9442,51.7,2.537,96,14.476,52.82,1.468,38.531,429.36,C3
2115374,0.47625,143.92,79.035,4.4042,199.9,0.16903,0.33339,0.47279,0.055299,0.0097392,19.557,15.114,1.0647,337.22,200.61,31.581,0.34114,232.49,994.36,19.898,4.2771,-0.64512,0.67137,0.89737,5.7837,8.2076,165.1,1.9132,0.43333,15.304,27.883,1.8557,45.861,796.37,C1
2773753,0.92587,97.577,33.309,4.9629,162.36,0.19849,0.26652,0.61318,0.068346,0.010523,6.8638,19.168,2.9979,540.11,682.46,15.106,0.32684,1131.7,473.38,13.397,0.4183,-0.39129,0.8521,0.18813,9.024,1.9188,23,2.5212,25.833,10.57,60.945,1.9231,38.335,531.92,C4
627620,0.87243,109.22,56.633,4.7222,100.3,0.20395,0.28616,0.57123,0.064119,0.011332,39.28,28.543,1.233,484.86,203.73,44.483,0.30503,784.18,431.42,10.378,0.55015,0.90454,0.79828,0.4496,5.0293,1.4551,18.75,2.7892,48.267,10.347,67.395,2.12,37.11,531.92,C3
14400961,24.734,230.43,57.29,6.6735,212.2,0.12478,0.3056,0.47082,0.13536,0.009719,40.188,23.579,4.9674,46.769,329.4,13.531,0.37726,109.79,1385.8,25.782,12.621,-0.9037,0.42203,0.85427,5.2331,18.122,192.2,1.625,0,12.778,46.701,4.7482,49.594,796.37,C2
2040540,1.1709,111.86,75.084,4.57,33.099,0.18741,0.20092,0.44432,0.021467,0.010374,39.326,8.8845,1.0114,17.56,257.39,14.796,0.31984,5.6049,2039.2,25.76,363.83,-0.52389,0.40126,0.72776,2.2501,497.05,2175.3,1.0476,0,15.101,12.066,6.7612,48.204,429.36,C1
14318965,22.406,493.51,55.432,8.2067,213.86,0.10695,0.32332,0.40033,0.084546,0.0065658,40.281,17.974,3.279,618.29,622.02,7.6863,0.37727,803.46,545.51,13.102,0.67895,0.62491,0.76222,0.16556,4.9306,1.3048,19,2.808,12.2,7.3311,65.259,3.3854,38.283,796.37,C2
7037259,0.6882,102.17,87.47,3.3751,84.58,0.20467,0.20504,0.54981,0.072861,0.0081262,32.226,29.014,1.6474,34.818,582.4,36.92,0.36385,89.424,2153.9,26.629,24.087,-0.6207,0.38906,0.98992,9.265,37.855,309.8,1.9448,0,15.051,8.6752,5.5531,49.78,610.55,C2
16012560,24.958,405.84,80.398,5.3131,192.95,0.13411,0.28648,0.66046,0.082951,0.0086508,2.7694,19.533,2.9842,55.073,428.4,25.107,0.386,270.33,896.02,12.985,3.3145,-0.68288,0.56689,1.0088,8.335,10.584,184,2.2364,2.6,17.023,25.177,2.5213,42.38,352.14,C3
6900446,0.62522,96.654,71.315,1.7153,123.32,0.20108,0.38305,0.42965,0.079413,0.011827,19.039,38.51,5.4994,129.35,296.37,13.324,0.35213,132.64,1036.2,23.4,7.8124,-0.3042,0.46015,0.50256,9.8851,27.023,191.75,1.9453,1.7667,14.756,4.1207,1.2123,48.598,531.92,C2
14292153,23.412,192.1,22.429,5.9118,104.69,0.14725,0.23108,0.5982,0.13235,0.0010038,84.802,15.271,1.3015,49.018,538.23,18.976,0.38648,101.51,1559.5,22.596,15.363,-0.81136,0.52366,0.91848,6.5416,24.076,219.6,1.5719,0,15.221,21.132,4.4932,46.885,352.14,C1
4550406,0.74664,78.264,54.878,4.1031,193.6,0.21534,0.22436,0.42409,0.046061,0.0062999,1.8497,13.454,3.7131,109.69,473.47,11.893,0.37164,153.64,915.65,18.107,5.9597,-0.41449,0.56346,1.0702,6.8559,15.627,234.6,2.0402,4.6333,16.062,10.832,1.6618,44.961,610.55,C2
16170631,13.302,179.17,92.127,9.3734,305.36,0.1017,0.29024,0.64584,0.061244,0.0089213,27.266,28.386,2.8659,344.84,509.82,21.954,0.31656,408.65,658.4,10.171,1.6111,-0.31098,0.74736,0.39521,4.1194,2.8625,38,2.4713,142.33,12.664,56.109,1.732,40.125,352.14,C2
9943839,15.749,286.59,82.895,9.6138,389.95,0.12087,0.34158,0.61594,0.10834,0.00065798,81.689,13.022,1.9867,338.29,637.65,34.176,0.34042,466.4,560.38,10.733,1.2015,-0.24394,0.68778,0.38186,3.7834,2.1261,35,2.8596,0,12.559,57.705,1.2451,39.539,429.36,C2
15412269,29.127,313.38,63.949,9.1488,296.46,0.1472,0.26934,0.44626,0.10178,0.012828,86.88,13.912,1.8112,602.98,629.67,29.252,0.32156,1168,369.2,11.037,0.31609,0.53891,0.84922,0.13791,8.1542,1.5805,18.95,2.528,48.033,10.175,72.884,1.9345,36.809,531.92,C4
10358577,30.55,307.84,14.824,5.6328,324.5,0.10461,0.29965,0.62386,0.13329,0.0050284,87.595,18.967,2.2908,460.89,601.23,18.443,0.35073,1078.3,600.62,16.342,0.55698,-0.79211,0.78999,0.29393,7.1694,1.4778,30.1,3.3208,1.2667,9.7973,65.949,2.5514,40.737,796.37,C4
6006645,0.54866,55.866,22.801,2.0333,107.39,0.21587,0.28808,0.55339,0.11833,0.003785,4.4562,32.442,5.7966,148.39,544.79,40.424,0.3747,299.76,1045.5,21.92,3.4879,-0.82304,0.59053,0.56701,7.3399,8.1921,116,1.8772,0,12.063,33.415,3.0528,45.77,610.55,C3
10248531,11.224,263.32,30.584,5.9581,275.86,0.12881,0.28668,0.52889,0.14414,0.0060437,99.336,32.912,2.4939,605.14,243.18,25.43,0.30667,1148,394.01,9.9439,0.34323,-0.47779,0.76222,0.10805,4.6818,0.54469,13,4.443,7.3,7.1421,75.899,3.5043,36.307,352.14,C4
3543907,1.1161,140.14,11.336,4.1876,180.46,0.19125,0.22058,0.57202,0.071009,0.0031394,69.468,34.531,2.7306,385.66,336.83,24.84,0.39347,1187.4,444.46,12.768,0.37433,-0.25139,0.80823,0.18026,5.99,0.89699,16,3.5501,9.8333,9.4036,81.005,2.3788,39.029,531.92,C4
15374633,22.967,471.46,60.542,9.695,220.95,0.11101,0.25524,0.49903,0.083591,0.00727,28.712,44.994,2.0721,377.55,519.85,48.272,0.3146,743.13,505.88,11.228,0.68074,0.38545,0.77897,0.19181,4.7051,1.4182,24,2.8461,3.9,9.7436,65.093,2.4765,38.516,429.36,C2
16447392,17.286,352.44,80.926,5.1037,138.74,0.15481,0.32244,0.6398,0.014604,0.006839,38.876,18.414,4.5446,29.881,392.59,1.5,0.35825,4.1061,1568.6,26.491,382.01,-0.25418,0.44243,0.95959,2.5512,643.53,2141,1.5455,0,14.874,8.161,3.9306,48.616,531.92,C1
16256330,14.723,215.93,65.565,7.5197,217.69,0.11013,0.22443,0.53739,0.090358,0.012527,67.859,24.292,5.3352,44.792,356.79,10.772,0.32492,76.27,1700.8,22.02,22.299,-0.80105,0.42616,0.82379,8.2765,40.195,295.1,1.7161,0,15.034,11.926,4.9445,46.396,352.14,C2
10935042,21.134,305.92,10.646,5.2188,316.44,0.15372,0.28501,0.44919,0.063096,0.012324,14.221,29.063,0.18625,272.77,645.68,41.183,0.37916,526.61,658.92,9.1145,1.2512,-0.59133,0.677,0.29578,6.6185,3.6393,34,1.8296,5.0333,12.587,38.146,1.6933,39.706,352.14,C1
3970822,0.57566,74.139,45.843,4.0916,135.54,0.22389,0.31563,0.67485,0.13698,0.0016512,83.304,8.3587,3.4723,45.824,380.57,20.849,0.34584,112.45,1198.5,21.073,10.658,-0.9217,0.46423,0.68075,5.0311,17.233,150.4,1.6788,0,11.663,44.638,4.6125,46.099,352.14,C2
4967947,1.3669,85.199,79.183,4.6777,146.66,0.21256,0.20929,0.4256,0.065573,0.004074,94.709,32.199,2.1331,523.08,226.69,40.427,0.31435,820.12,498.48,11.918,0.60781,-0.59184,0.78448,0.13265,4.0739,0.91656,16,3.0864,0,6.9554,76.948,4.0794,38.404,429.36,C3
15684526,20.607,489.59,54.619,9.9939,326.6,0.14293,0.31868,0.51124,0.12754,0.011673,58.794,23.439,1.9321,560.19,548.43,8.4661,0.38933,669.69,520.64,11.899,0.77743,0.80016,0.7637,0.30402,4.1441,1.3861,17.5,2.4506,16.5,10.425,67.368,2.8087,38.435,531.92,C1
13893822,27.898,193.73,91.467,5.7144,236.8,0.15368,0.21349,0.58242,0.034856,0.0057512,23.443,25.337,3.2155,556.38,218.5,32.314,0.35167,799.45,484.07,10.771,0.6055,0.76859,0.89946,0.28055,5.4219,1.4993,18,2.3519,130.47,8.2117,81.065,3.3425,37.74,796.37,C3
