,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
8449640,0.67353,92.832,63.538,2.4669,153.69,0.18849,0.32605,0.42277,0.099577,0.0045335,85.199,30.707,2.9066,342.15,675.22,1.1486,0.39829,877.47,540.02,12.327,0.61542,-0.37464,0.86729,0.2498,8.2033,2.4187,28,2.4287,0,7.2015,58.973,2.0363,38.864,531.92,C4
16580798,16.322,216.87,64.505,5.5356,223.73,0.15196,0.36823,0.44855,0.071912,0.0059128,29.327,11.517,3.8938,53.497,652.45,13.537,0.34277,532.32,1451.9,26.219,2.7276,0.35155,0.35009,1.0907,13.924,8.6879,99.6,2.427,0,13.371,22.313,2.5844,51.253,429.36,C3
10723517,20.312,366.4,57.03,6.0727,397.43,0.15158,0.28583,0.41069,0.087808,0.0070857,74.198,6.7343,2.2649,535.16,639.81,4.7079,0.3726,1885.8,330.63,10.476,0.17532,-0.065915,0.85489,0.12447,10.372,1.0179,19.65,3.4564,62.4,9.3828,67.665,2.26,35.745,429.36,C4
16249597,31.797,384.15,46.032,8.9485,25.212,0.14196,0.39932,0.62299,0.096631,0.0047385,31.368,25.212,3.1819,6.8988,627.88,46.191,0.3749,74.175,2096.3,28.991,28.262,-0.67214,0.36322,0.77412,5.9346,30.945,226.9,1.3959,0,14.972,8.1362,5.098,51.159,610.55,C2
5827349,0.73258,96.303,6.9022,4.3556,148.82,0.21583,0.37365,0.45187,0.098205,0.0097457,84.165,38.731,2.8388,453.33,511.12,6.0394,0.39149,392.53,729.96,6.4513,1.8596,0.83578,0.81529,0.34105,4.6464,3.3394,26,1.6579,134.6,10.812,57.475,4.432,37.326,429.36,C2
15041078,22.319,458.04,49.418,5.0538,99.59,0.13028,0.26674,0.40734,0.017202,0.0039412,84.114,11.17,1.0475,51.968,389.5,44.14,0.34898,447.19,722.62,19.444,1.6159,-0.95962,0.67914,0.38589,6.4417,4.435,45.9,2.2057,0,11.606,61.111,2.6185,43.844,610.55,C3
1075054,1.0554,130.23,95.497,1.5189,104.34,0.20637,0.38955,0.61691,0.021639,0.0058601,44.843,5.7703,1.3323,220.87,564.81,17.474,0.30644,254.05,596.47,20.723,2.3479,-0.75919,0.75386,0.47646,5.8425,7.6891,70.95,1.9106,0,13.937,49.738,1.5781,43.414,796.37,C2
3496910,1.1903,49.228,24.162,1.8491,112.06,0.19493,0.32355,0.51138,0.1382,0.0092179,29.067,37.28,1.5027,585.52,260.5,22.315,0.3921,738.33,417.4,6.4077,0.56533,0.46167,0.85021,0.23175,5.0542,1.5142,18,2.4152,163.2,8.1463,72.626,3.1097,34.804,429.36,C4
15223787,20.696,261.24,31.685,5.9022,311.54,0.1534,0.24844,0.66523,0.070495,0.0011232,35.749,27.689,4.6709,98.063,349.28,33.763,0.3759,425.05,511.53,11.516,1.2035,-0.56409,0.73088,0.33059,4.3472,2.8598,39,2.3485,32.2,11.577,60.908,1.5526,39.217,352.14,C3
14873900,23.847,243.41,30.464,5.7846,168.54,0.12577,0.21808,0.55116,0.048322,0.0029695,60.52,10.306,3.4827,43.434,424.52,0.30055,0.33215,94.544,966.12,19.367,10.219,-0.70548,0.54731,0.75007,4.4502,17.634,192.5,1.5978,0,15.74,15.253,1.6152,45.967,610.55,C2
3351852,0.91373,65.55,25.601,1.777,126.99,0.24153,0.23643,0.6562,0.10347,0.00097604,9.1023,16.206,1.3099,630.88,450.27,49.612,0.34554,648.31,578.04,12.837,0.89161,0.20037,0.74326,0.19545,4.4486,1.6358,23,2.568,4.6333,10.18,62.138,2.4012,39.812,610.55,C3
2877493,1.3351,80.992,60.381,1.6162,187.31,0.19358,0.21153,0.66653,0.11438,0.0055116,20.003,43.788,2.7535,126.02,445.46,5.4452,0.3917,640.25,622.31,20.941,0.97198,-0.84987,0.78889,0.73546,9.3947,4.4269,105.4,2.6085,0,12.21,60.094,2.0937,43.43,796.37,C4
12500376,17.968,197.7,98.522,6.5832,213.97,0.12769,0.29716,0.56997,0.13555,0.0044926,17.715,41.238,2.1517,236.28,661.47,49.357,0.30758,456.91,820.16,16.244,1.795,-0.58478,0.70867,0.41381,7.5393,5.1349,42,1.6242,0,13.014,26.285,1.68,43.184,531.92,C2
6260167,1.2363,122.45,95.552,2.6996,191.94,0.23637,0.29427,0.46686,0.0121,0.0019664,74.003,17.549,1.7611,443.46,256.26,33.998,0.38007,419.96,855.64,17.375,2.0375,-0.77239,0.64111,0.44931,6.6542,4.8751,43.05,1.7813,0,11.784,35.835,1.8967,44.216,429.36,C2
11111308,26.523,371.65,75.044,5.2969,392.36,0.10107,0.26907,0.64961,0.053563,0.0032231,69.413,7.3137,4.9118,229.41,696.34,47.273,0.35334,66.01,655.03,21.131,9.9232,-0.48343,0.6383,0.60148,4.6918,28.937,209,1.6866,0,15.393,21.994,1.4776,44.073,531.92,C1
3871133,1.3582,119.62,32.484,4.0791,154.67,0.16498,0.2962,0.45111,0.13555,0.0044926,17.715,41.238,2.1517,236.28,661.47,49.357,0.30758,674.85,689.28,15.431,1.0214,-0.96983,0.55818,0.33623,6.1116,2.3748,33,2.4996,0,8.8674,66.034,4.7941,41.222,352.14,C3
11570064,20.969,448.56,89.554,8.752,343.77,0.10579,0.31213,0.53003,0.1353,0.0047523,31.115,22.944,1.1548,640.55,284.33,32.529,0.3311,697.89,504.14,13.674,0.72238,0.90163,0.83935,0.19971,4.2839,1.364,16,2.3385,2.8,8.7831,81.124,2.0525,39.664,796.37,C2
15654034,20.072,367.45,48.01,7.1725,55.071,0.10055,0.22223,0.53971,0.12394,0.0048299,79.082,40.628,0.78704,32.614,441.75,43.355,0.34154,26.96,1153.2,21.7,42.776,-0.7887,0.47805,0.9696,4.9728,79.574,368,1.4945,0,12.461,6.2649,2.8106,45.427,352.14,C1
229631,0.97913,144.2,91.481,2.9819,162.53,0.21465,0.3284,0.52967,0.039944,0.0067174,8.6504,40.238,1.2637,214.05,418.44,8.5666,0.33493,707.09,694.37,18.756,0.98201,-0.7856,0.70653,0.92765,12.768,5.6326,169.35,2.3634,6.7333,16.996,26.283,1.1717,43.473,429.36,C4
2254472,1.3935,57.075,7.9187,4.1843,131.32,0.18424,0.24335,0.64844,0.13125,0.0019294,55.888,33.087,2.1724,555.21,518.82,39.371,0.37533,628.86,551.15,13.234,0.87643,0.42318,0.77072,0.24062,6.2057,2.6487,24,2.0442,23.767,10.349,64.908,2.3152,39.608,531.92,C3
9027215,32.788,362.52,50.785,7.7938,267.47,0.12076,0.24308,0.61224,0.060263,0.011105,81.129,17.625,3.0799,161.76,200.29,4.705,0.38717,486.93,772.84,17.932,1.5872,-0.90501,0.65476,0.42992,7.3192,4.619,46,2.0581,0,11.113,46.036,2.1882,43.541,610.55,C2
6225495,1.466,71.316,63.827,2.1244,115.27,0.16843,0.39036,0.43377,0.042331,0.0071491,79.569,43.897,2.8442,120.56,605.82,41.274,0.3992,311.91,691.22,14.849,2.2161,-0.48084,0.74605,0.64695,4.0916,4.0797,123,2.4128,12.867,13.71,46.865,1.5589,42.118,531.92,C3
5676704,0.5221,45.488,78.529,2.9579,101.69,0.241,0.34269,0.47617,0.084546,0.0065658,40.281,17.974,3.279,618.29,622.02,7.6863,0.37727,1128.4,406.62,11.379,0.36035,-0.34677,0.76098,0.10259,4.663,0.55986,14,4.4946,40.433,8.7563,83.572,2.8972,38.041,352.14,C4
4676930,0.85742,128.96,5.3573,4.9821,160.96,0.20973,0.24404,0.59518,0.12528,0.0048726,82.133,20.268,2.0292,468.22,252.83,35.48,0.34918,687.45,429.41,7.4292,0.62465,0.62015,0.88381,0.20753,4.3371,1.3845,18,2.3468,140.7,8.6798,71.504,3.0903,35.276,531.92,C3
12626671,32.394,338.82,82.509,9.3965,360.42,0.11388,0.39479,0.55573,0.020601,0.0041353,38.528,20.015,2.3857,546.62,487.94,38.571,0.32367,888.26,329.9,6.8805,0.3714,0.60221,0.89644,0.2573,5.2015,1.1455,18.3,2.7327,140.1,7.6692,84.595,3.1385,34.897,610.55,C3
6708273,1.1305,46.327,30.103,3.4232,105.47,0.18312,0.35768,0.41082,0.014272,0.0077209,5.4446,28.333,1.7693,242.42,494.01,24.223,0.39663,97.467,915.48,19.728,9.3927,-0.58225,0.53025,0.49959,4.8355,20.114,137,1.6219,0,13.286,35.452,2.8643,44.531,352.14,C1
5517863,1.19,107.58,8.4332,2.367,134.09,0.23526,0.33347,0.53966,0.029687,0.010153,41.463,33.078,4.4037,95.702,508.66,30.167,0.33057,440.44,959.1,17.557,2.1776,-0.94854,0.52136,0.70843,7.7371,5.5304,101.7,2.3983,0,10.332,46.492,3.3935,44.777,352.14,C3
7224682,1.0217,112.67,22.927,3.6891,197.1,0.19601,0.27225,0.54483,0.055057,0.0083772,28.637,38.078,1.2951,483.87,352,48.348,0.30412,875.93,366.93,9.9729,0.41891,-0.4122,0.81678,0.091447,4.1578,0.81154,15.95,3.3401,8.8333,9.1965,82.694,3.3767,36.612,352.14,C4
13722949,33.767,196.08,67.439,7.7671,332.92,0.11258,0.32771,0.63096,0.09802,0.00074417,31.218,35.274,0.017513,410.54,683.39,20.233,0.34339,1453.5,482.82,10.051,0.33219,0.56151,0.75264,0.1259,6.0668,0.56753,13,4.3556,11.933,8.4259,75.256,2.0641,38.509,796.37,C3
10961846,13.595,412.25,58.972,8.5651,216.25,0.14983,0.24036,0.63385,0.11804,0.0058606,57.6,13.664,1.6608,597.37,442.43,1.6216,0.33314,680.36,519.14,11.11,0.76303,-0.72902,0.8444,0.093202,5.1788,1.7916,22,2.326,115.93,7.9168,65.611,2.9976,37.047,796.37,C3
3025909,1.2467,41.076,49.449,1.9523,152.22,0.1775,0.28072,0.68635,0.02743,0.010176,15.426,27.636,3.319,579.33,576.76,4.0597,0.35501,662.36,459.48,6.3293,0.6937,0.66699,0.83965,0.12755,4.6349,1.6623,18.35,2.1947,131.1,8.2589,70.296,3.9881,35.298,352.14,C3
16024191,28.99,399.13,38.495,8.2275,368.71,0.15434,0.21176,0.40338,0.02749,0.0049148,39.607,42.36,0.31457,302.62,289.5,6.222,0.31238,611.31,746.33,18.385,1.2209,-0.71665,0.63754,0.48734,9.1035,4.473,62,2.0202,0,11.07,46.911,2.0269,43.586,531.92,C1
10969674,13.595,412.25,58.972,8.5651,216.25,0.14983,0.24036,0.63385,0.11804,0.0058606,57.6,13.664,1.6608,597.37,442.43,1.6216,0.33314,626.77,437.42,8.3821,0.6979,0.78054,0.91831,0.2305,4.529,1.6855,19.9,2.2591,114.83,9.0037,81.564,2.4977,36.535,796.37,C3
473322,0.843,148.33,86.423,4.0259,167.28,0.20291,0.33348,0.47385,0.075086,0.010065,21.314,24.665,2.4009,639.05,334.71,3.7263,0.36977,871.92,522.82,12.334,0.59962,0.43271,0.77188,0.18985,5.2668,1.2434,18,2.9511,44.1,7.1626,67.575,3.1511,37.939,796.37,C4
10110174,13.823,420.54,11.05,6.5387,282.5,0.13348,0.28929,0.53622,0.04553,0.011478,33.978,35.881,1.093,472.54,658.72,0.85508,0.33545,1543.8,539.51,12.022,0.34947,-0.92321,0.68318,0.33591,6.201,0.50199,20,5.1842,0,7.294,76.739,7.1571,37.753,796.37,C4
978,1.0108,56.644,18.31,2.4243,193.42,0.18922,0.29347,0.58204,0.075135,0.0021987,8.3904,17.833,1.7182,310.3,502.61,3.8922,0.39516,1406,360.84,8.6719,0.25664,0.49596,0.789,0.15953,7.9621,1.1021,19,2.9183,137.17,9.0023,75.119,2.2663,36.085,352.14,C4
16980875,20.441,214.49,21.947,5.1181,254.36,0.1527,0.3983,0.65024,0.026407,0.012697,45.696,34.655,0.71951,252.07,621.86,45.873,0.30056,989.83,442.59,14.488,0.44714,-0.041741,0.86349,0.2055,6.6125,1.5039,20.15,2.7813,43.633,10.893,61.831,1.7264,38.437,796.37,C4
8665469,21.582,298.41,66.534,8.7484,209.9,0.11092,0.21704,0.65415,0.061711,0.0096368,83.434,38.923,3.9452,79.87,463.32,0.090718,0.33726,83.563,877.03,21.075,10.495,-0.70628,0.56746,0.53156,4.9913,24.016,151,1.6466,0,15.024,16.461,1.7861,45.509,429.36,C1
1670612,0.89614,105.75,63.353,1.5128,104.57,0.18892,0.3041,0.63614,0.14414,0.0060437,99.336,32.912,2.4939,605.14,243.18,25.43,0.30667,546.31,697.3,11.905,1.2764,0.03552,0.79186,0.35271,5.9619,3.0402,35,2.0942,47.667,9.3151,60.174,4.2106,38.847,796.37,C3
9644829,17.567,205.59,25.254,9.1325,261.33,0.12664,0.31495,0.6609,0.046889,0.01183,41.601,18.786,0.47071,277.38,602.3,9.5283,0.3252,595.82,494.44,4.4948,0.82985,0.27008,0.75233,0.26987,5.2531,2.275,27.7,2.2411,14.833,11.612,53.247,1.4364,36.474,352.14,C1
9122185,21.971,307.86,6.8627,8.4541,333.61,0.13966,0.20858,0.6234,0.04834,0.012089,88.729,29.836,4.8284,68.955,255.88,37.489,0.38906,382.01,683.84,21.203,1.7901,-0.75596,0.64837,1.001,10.507,9.2411,196.75,2.0498,3.0333,12.871,28.266,1.6832,44.355,352.14,C3
1443596,1.2136,125.78,59.921,4.0589,155.54,0.20416,0.26199,0.4401,0.091081,0.0129,77.742,32.45,3.0295,510.95,316.1,30.558,0.30856,601.79,692.95,10.485,1.1515,0.61643,0.78603,0.19618,5.3271,2.2983,21,1.9484,22.333,8.6942,57.715,4.3222,38.512,429.36,C3
3559626,0.65595,123.15,33.348,2.5345,48.544,0.16957,0.2634,0.40296,0.099265,0.00064391,5.8647,16.164,1.7717,19.164,550.45,16.212,0.30467,104.71,1810.3,29.003,17.289,-0.42281,0.3584,1.1122,9.1557,31.904,330.6,2.1076,0,12.518,20.368,4.709,52.209,531.92,C2
1053375,0.63596,73.746,11.36,4.9292,161.03,0.2212,0.24983,0.64218,0.099293,0.0022258,64.619,40.829,2.0038,577.65,580.92,14.488,0.35949,937.01,530.44,12.549,0.5661,-0.71954,0.78666,0.15954,6.2633,1.4534,22,2.8806,3.4,9.085,64.49,3.1721,37.994,531.92,C4
17015453,20.441,214.49,21.947,5.1181,254.36,0.1527,0.3983,0.65024,0.026407,0.012697,45.696,34.655,0.71951,252.07,621.86,45.873,0.30056,1096.6,484.07,18.98,0.44142,-0.88259,0.83038,0.43397,10.778,2.596,29,2.514,10.667,11.665,61.932,2.0948,40.933,610.55,C4
859274,1.1758,90.524,86.514,3.1823,165.33,0.23755,0.26661,0.60092,0.03712,0.011698,74.483,6.1379,1.9109,176.66,239.06,44.636,0.32174,363.67,854.33,14.991,2.3492,-0.62761,0.58531,0.78958,7.533,6.6462,149.35,2.1945,1.7,14.685,32.158,1.7989,43.625,610.55,C3
1275561,0.67747,132.07,81.457,3.5138,102.8,0.2141,0.22603,0.53422,0.034023,0.012826,90.36,15.737,0.17058,332.78,697.05,42.679,0.36778,616.12,834.15,19.934,1.3539,-0.92117,0.58272,0.3839,9.034,4.3737,32,2.1284,20.8,12.163,39.83,1.6368,45.44,610.55,C3
16029085,28.99,399.13,38.495,8.2275,368.71,0.15434,0.21176,0.40338,0.02749,0.0049148,39.607,42.36,0.31457,302.62,289.5,6.222,0.31238,526.5,544.58,11.005,1.0343,-0.47066,0.69221,0.38356,3.7086,1.7441,40,3.0668,4.3333,12.693,62.117,1.3862,39.696,531.92,C1
7277809,1.0217,112.67,22.927,3.6891,197.1,0.19601,0.27225,0.54483,0.055057,0.0083772,28.637,38.078,1.2951,483.87,352,48.348,0.30412,655.96,526.77,8.5249,0.80306,0.57713,0.82967,0.21117,5.6856,2.1861,25,2.1072,114.03,8.842,70.264,4.2421,36.751,429.36,C3
102432,0.83573,137.97,15.033,1.5364,172.65,0.21369,0.20007,0.66186,0.056919,0.012655,59.276,26.085,5.9125,210.35,479.78,31.121,0.33386,309.74,698.16,11.613,2.254,-0.77652,0.68913,0.69053,5.1596,5.2689,128.6,2.0735,25.933,15.618,41.04,1.8083,40.901,352.14,C3
7585067,1.036,51.769,88.068,3.6121,132.7,0.24837,0.2653,0.66461,0.082012,0.0014393,35.352,5.5996,1.622,610.27,415.62,16.865,0.38011,245.1,687.13,3.8705,2.8034,0.32262,0.85891,0.17531,3.6178,4.6224,33.6,1.7478,165.57,12.352,63.124,4.8144,36.8,352.14,C1
9689687,26.938,386,68.033,5.3257,321.64,0.15985,0.37494,0.60644,0.099293,0.0022258,64.619,40.829,2.0038,577.65,580.92,14.488,0.35949,584.63,647,13.424,1.1067,-0.16147,0.78461,0.26013,6.0319,2.8731,27,2.2289,64.633,10.304,78.833,3.3791,41.485,429.36,C2
11929758,22.793,299.83,32.94,5.3848,380.54,0.10094,0.34269,0.59677,0.10347,0.00097604,9.1023,16.206,1.3099,630.88,450.27,49.612,0.34554,319.86,749.71,5.7655,2.3439,0.49702,0.78791,0.21881,4.4029,4.068,35,1.9004,161.97,11.139,59.329,5.4016,37.425,429.36,C1
2048334,1.1379,60.836,69.206,4.328,110.48,0.19306,0.27073,0.43018,0.12013,0.0037685,95.129,29.831,2.9195,551.87,555.84,49.44,0.32095,696.27,441.95,9.7458,0.63474,0.85382,0.82209,0.31947,4.9067,1.6498,18,2.1729,38.833,8.686,74.289,3.5796,36.539,610.55,C3
13460247,26.481,355.11,95.235,6.2253,377.5,0.10764,0.36662,0.41855,0.1118,0.0053315,6.755,14.234,4.0768,107.3,355.29,31.964,0.31671,139.62,1166.6,20.856,8.3558,-0.46004,0.46151,1.0242,12.127,31.417,303.3,2.0361,0,18.744,5.9535,2.0864,47.185,796.37,C2
14155263,25.856,150.6,20.227,6.0431,375.47,0.13626,0.3037,0.5603,0.086329,0.0077,91.675,12.65,1.8544,513.44,693.64,37.733,0.39639,398.78,697.43,9.3888,1.7489,0.58527,0.86791,0.19407,3.8522,2.6942,25,1.8964,95.233,10.71,62.199,4.6278,37.696,796.37,C2
3188072,0.80956,66.178,71.848,2.0707,198.6,0.16269,0.30506,0.5209,0.086005,0.0032046,32.758,29.287,5.9636,246.24,370.13,26.251,0.39346,382.57,654.94,10.269,1.7119,-0.57625,0.69214,0.66218,4.9844,3.9877,115.15,2.388,125.97,15.868,40.373,1.7282,40.041,352.14,C3
772992,0.80228,132.74,26.385,1.5039,197.32,0.24128,0.20591,0.53104,0.13252,0.0011068,48.466,9.7877,0.66246,315.17,324.02,41.846,0.31726,439.42,623.8,11.02,1.4196,0.019523,0.71798,0.33691,3.1323,1.7944,28.45,2.8937,77.367,14.724,62.05,1.5042,40.208,610.55,C2
984304,1.2772,74.267,50.319,4.5632,159.66,0.2112,0.23038,0.49199,0.011329,0.0046589,14.611,39.372,1.9515,622.23,650.53,22.691,0.3426,841,734.63,18.057,0.87353,-0.90375,0.76981,0.33492,7.0803,2.1146,28,2.6571,0,10.316,62.886,3.9278,41.762,796.37,C4
2013680,1.1379,60.836,69.206,4.328,110.48,0.19306,0.27073,0.43018,0.12013,0.0037685,95.129,29.831,2.9195,551.87,555.84,49.44,0.32095,1019.9,383.12,10.175,0.37565,-0.17853,0.88256,0.2183,5.6451,1.04,19,3.1681,19.133,6.5733,80.155,4.4092,36.007,796.37,C4
10854136,31.233,237.71,31.661,9.5702,350.31,0.13427,0.33358,0.40867,0.13125,0.0019294,55.888,33.087,2.1724,555.21,518.82,39.371,0.37533,789.28,431.4,9.6254,0.54657,-0.093542,0.83261,0.14804,4.6164,1.1814,19,2.7842,15.8,5.5985,80.45,6.7971,36.283,531.92,C2
9888526,23.323,282.76,71.098,9.2984,365.88,0.11232,0.31725,0.48867,0.023774,0.0014637,20.455,14.255,2.7395,514.54,405.7,41.959,0.33983,826.36,394.93,6.5936,0.47791,0.086168,0.90056,0.16371,5.0401,1.2564,15.9,2.4987,153.13,7.9031,73.747,3.0454,34.658,610.55,C3
1197189,1.4093,124.67,49.33,3.4985,170.75,0.23941,0.3616,0.50479,0.049653,0.0092406,71.19,30.793,1.6212,183.41,643.67,42.507,0.34999,431.97,1091.7,21.029,2.5272,-0.84894,0.60847,0.50518,8.389,6.1521,71,1.9368,0,10.462,47.854,4.215,46.119,610.55,C2
16449919,21.009,498.62,83.195,9.6188,387.21,0.14499,0.37209,0.42504,0.04914,0.00082858,60.051,34.235,3.1518,530.41,585.28,29.722,0.37802,322.74,839.48,8.0632,2.6011,-0.14025,0.812,0.14062,4.5166,4.1417,32,1.8276,136.63,12.109,53.669,4.6567,38.35,531.92,C2
3449905,1.1903,49.228,24.162,1.8491,112.06,0.19493,0.32355,0.51138,0.1382,0.0092179,29.067,37.28,1.5027,585.52,260.5,22.315,0.3921,705.2,383.06,1.5242,0.5432,0.7695,0.88018,0.29549,5.0372,1.6272,23,2.5433,236.4,10.027,78.397,3.4584,33.218,352.14,C4
3454791,0.55028,94.272,99.002,4.8013,118.35,0.16646,0.2861,0.69566,0.036929,0.0088599,26.056,34.572,4.2527,26.663,500.67,11.717,0.34404,85.368,1117.6,20.98,13.092,-0.79291,0.47983,0.54778,4.7387,22.566,142.5,1.5979,0,11.796,39.808,3.7829,45.824,352.14,C2
5951295,1.0082,104.2,9.2835,1.5645,192.99,0.18837,0.35318,0.54711,0.024361,0.0062916,81.65,11.041,3.4225,558.67,574.19,26.223,0.36288,981.48,383.44,10.15,0.39068,-0.83424,0.859,0.1806,4.2748,0.64717,17.75,4.3083,0,7.4384,84.985,5.9258,36.365,531.92,C4
6148882,0.9475,142.66,12.672,2.6382,186.45,0.1996,0.32985,0.56533,0.0518,0.008051,53.719,8.4793,1.5336,490.12,536.57,27.102,0.36557,733.47,535.02,13.189,0.72944,0.71938,0.7702,0.1531,4.6385,1.4007,19,2.699,11.267,7.3932,65.009,3.3898,38.189,796.37,C3
10280159,11.224,263.32,30.584,5.9581,275.86,0.12881,0.28668,0.52889,0.14414,0.0060437,99.336,32.912,2.4939,605.14,243.18,25.43,0.30667,819.92,457.19,13.019,0.55761,0.68657,0.8768,0.12864,4.5799,1.1128,16,2.7722,3.4667,8.7157,86.17,1.9326,39.084,796.37,C4
5330486,1.3459,118.02,28.405,2.5348,177.71,0.23702,0.34131,0.5327,0.034856,0.0057512,23.443,25.337,3.2155,556.38,218.5,32.314,0.35167,571.87,725.56,11.862,1.2687,-0.131,0.77439,0.16548,5.1872,2.3933,22.8,1.9464,28.233,10.034,56.345,4.1708,39.064,610.55,C3
12892701,21.812,418.66,70.511,8.6963,388.37,0.1213,0.29001,0.58322,0.012373,0.001156,67.084,25.622,1.8488,504.4,505.28,31.987,0.36411,1042.7,389.7,4.9099,0.37374,0.43644,0.93465,0.263,5.5247,0.95696,19,3.7882,190.13,8.2938,76.952,3.131,34.141,610.55,C4
6819945,0.86035,53.767,66.675,1.9708,192.41,0.16934,0.28695,0.52606,0.14698,0.0029975,11.609,16.614,1.8678,151.44,533.76,24.576,0.36579,241.16,564.91,15.133,2.3424,-0.55137,0.7616,0.4197,4.8534,6.6891,67.45,1.9958,0,14.218,52.355,1.6454,40.864,531.92,C2
14871696,31.699,254.77,53.703,9.6575,207.92,0.11934,0.29218,0.543,0.080756,0.012571,47.488,29.379,1.9067,617.27,347.94,25.999,0.34436,895.5,562.81,16.789,0.62848,0.036242,0.79629,0.1346,5.275,1.2366,18,2.8571,0,11.895,80.647,2.5814,41.936,610.55,C2
7840270,0.47356,132.28,68.037,4.814,191.09,0.24048,0.29261,0.55131,0.1298,0.010496,47.455,33.689,5.3827,81.782,218.76,34.332,0.34714,93.679,1059.9,20.089,11.314,-0.74826,0.5935,0.45696,4.4323,21.182,131.45,1.4155,0,13.774,33.507,3.8519,44.513,352.14,C2
7751597,0.78764,43.027,37.123,4.3027,137.42,0.20344,0.31102,0.61097,0.023823,0.0070016,35.396,38.612,0.06449,294.86,295.49,8.799,0.32028,1042.5,453.3,14.182,0.43484,-0.87704,0.90155,0.54808,10.613,2.7361,34,2.1598,1.1667,11.076,60.632,1.3689,39.051,352.14,C4
1884378,1.0011,147.83,17.894,2.0983,95.884,0.22198,0.25709,0.54154,0.027947,0.0096167,37.016,37.139,4.5838,20.53,516.69,20.168,0.38179,37.895,2424.8,30.867,63.986,-0.33943,0.31583,1.2326,14.914,145.09,736.1,1.9231,0,11.726,2.5965,5.0965,54.172,610.55,C2
12393940,11.641,437.84,63.671,8.6874,366.81,0.11477,0.2454,0.52954,0.084783,0.010078,78.772,37.033,4.2079,171.79,340.25,41.982,0.38401,262.56,849.21,13.563,3.2344,-0.45549,0.65142,0.83366,6.3707,7.982,156.15,1.8101,28.967,14.819,19.551,1.8864,42.303,352.14,C2
15098997,34.744,451.39,61.273,7.8616,241.48,0.10122,0.3671,0.48475,0.12233,0.0091436,24.442,29.611,2.0864,465.83,562.6,20.764,0.354,788.69,480.51,11.551,0.60924,-0.15369,0.77862,0.090321,3.6965,0.81919,15,3.2412,2.8,8.2609,71.128,2.9947,37.848,796.37,C2
6849087,1.3728,116.4,56.039,4.1379,136.41,0.23345,0.22907,0.6524,0.10178,0.012828,86.88,13.912,1.8112,602.98,629.67,29.252,0.32156,1047.3,485.2,10.633,0.46329,-0.82645,0.84947,0.13864,5.9949,1.1132,18,3.1457,0.7,7.7471,76.544,4.6191,37.11,429.36,C4
8090166,1.3927,116.77,99.932,3.5787,141.53,0.22163,0.26549,0.50867,0.11332,0.0034341,14.953,16.396,3.1546,180.64,588.78,7.6686,0.3678,243.07,838.2,14.047,3.4484,-0.7139,0.59708,0.82279,5.6838,7.8229,157.5,2.0361,51.3,14.242,21.129,1.7826,42.814,352.14,C2
6679332,0.42548,110.59,95.504,2.818,127.96,0.20277,0.38747,0.50686,0.013437,0.009139,2.1368,22.084,4.8205,26.478,434.38,28.004,0.36998,90.559,1547.8,23.582,17.092,-0.81995,0.50121,0.92467,5.6188,23.678,230.6,1.6145,0,15.016,20.485,4.6205,47.265,429.36,C2
5710765,0.5221,45.488,78.529,2.9579,101.69,0.241,0.34269,0.47617,0.084546,0.0065658,40.281,17.974,3.279,618.29,622.02,7.6863,0.37727,448.79,595.27,13.481,1.3264,-0.67202,0.78216,0.18343,4.0713,2.6233,31,2.3424,0,16.038,66.558,2.2482,40.683,796.37,C3
11885116,29.639,418.34,11.452,5.041,318.63,0.14565,0.35014,0.65369,0.10261,0.012235,34.857,30.035,2.3534,444.66,555.27,43.771,0.33118,326.95,575.17,9.5241,1.7592,-0.65281,0.79272,0.46563,4.5109,4.135,56.5,2.0094,148.77,12.159,44.048,1.3422,39.125,352.14,C2
7751572,0.78764,43.027,37.123,4.3027,137.42,0.20344,0.31102,0.61097,0.023823,0.0070016,35.396,38.612,0.06449,294.86,295.49,8.799,0.32028,806.91,368.45,10.007,0.45662,-0.82799,0.87781,0.30216,7.4517,2.3884,25.65,2.169,7,10.369,63.771,1.548,36.474,352.14,C4
5674575,0.58498,57.848,16.147,4.2731,134.93,0.18262,0.23292,0.41685,0.037981,0.012266,98.881,27.099,1.5652,502.08,526.83,34.265,0.31186,685.25,606.38,10.541,0.8849,0.0026595,0.8019,0.15898,5.08,1.7888,20,2.228,45.967,9.0546,62.695,4.0611,37.796,610.55,C3
350512,0.96994,135.63,71.027,2.9273,124.98,0.17613,0.28245,0.68288,0.14063,0.0016963,48.276,14.883,2.6366,587.77,677.99,46.929,0.37089,656.9,425.51,1.3544,0.64775,0.79849,0.86393,0.31037,5.1871,1.8982,22,2.2261,240.7,9.7994,71.668,3.7109,33.242,352.14,C4
16042450,28.99,399.13,38.495,8.2275,368.71,0.15434,0.21176,0.40338,0.02749,0.0049148,39.607,42.36,0.31457,302.62,289.5,6.222,0.31238,770.31,690.23,19.048,0.89605,-0.89958,0.73575,0.45719,8.0815,2.9118,40,2.2847,0,11.023,55.967,2.1633,43.252,796.37,C3
